============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(50 MeV) ==> None+None(  1 mm) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1000  1 ,4075825E+08   1000000E+01  ,8366E+05 -,1556E+06   ,9993894  ,0236977 -,0256766
T 1001  1 ,4082560E+08   1000000E+01 -,1215E+06  ,1862E+06   ,9960331 -,0634904  ,0623461
T 1002  1 ,4106261E+08   1000000E+01  ,2291E+06 -,1383E+06   ,9989510  ,0432037 -,0151786
T 1003  1 ,4057866E+08   1000000E+01 -,1003E+06 -,2048E+06   ,9947469  ,0896486 -,0494137
T 1004  1 ,4049554E+08   1000000E+01  ,1429E+06 -,7897E+03   ,9997506  ,0216047  ,0056513
T 1005  1 ,4098698E+08   1000000E+01 -,1148E+06 -,1359E+06   ,9995142 -,0230456 -,0209845
T 1006  1 ,4072427E+08   1000000E+01  ,1523E+06  ,5605E+05   ,9997356  ,0128937  ,0190414
T 1007  1 ,4080076E+08   1000000E+01  ,6652E+05 -,2794E+05   ,9998768  ,0151148  ,0042265
T 1008  1 ,4092295E+08   1000000E+01  ,1331E+05  ,1978E+05   ,9997145 -,0140074  ,0193559
T 1009  1 ,4115121E+08   1000000E+01 -,7670E+05  ,1281E+06   ,9995306 -,0153475  ,0265132
T 1010  1 ,4023128E+08   1000000E+01 -,9508E+05  ,1071E+06   ,9994340 -,0143909  ,0304076
