============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(50 MeV) ==> None+None(  1 mm) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1011  1 ,4062091E+08   1000000E+01 -,4407E+05 -,6244E+05   ,9998047 -,0096458 -,0172480
T 1012  1 ,4051804E+08   1000000E+01  ,1280E+06 -,8644E+04   ,9998556  ,0131690  ,0107411
T 1013  1 ,4070704E+08   1000000E+01 -,1302E+06 -,1053E+06   ,9995395 -,0171426 -,0250395
T 1014  1 ,4092942E+08   1000000E+01  ,2276E+06 -,2966E+06   ,9981973  ,0355077 -,0483873
T 1015  1 ,4044385E+08   1000000E+01  ,3107E+05 -,7820E+05   ,9999321  ,0111112 -,0035111
T 1016  1 ,4085746E+08   1000000E+01  ,9126E+04 -,1479E+06   ,9998272 -,0022355 -,0184527
T 1017  1 ,4047339E+08   1000000E+01  ,1545E+06 -,1648E+06   ,9992262  ,0095251 -,0381622
T 1018  1 ,4069891E+08   1000000E+01  ,1179E+05  ,4446E+04   ,9999568 -,0034959 -,0086140
T 1019  1 ,4110818E+08   1000000E+01 -,1754E+06  ,4326E+05   ,9995187 -,0243116  ,0192709
T 1020  1 ,4053398E+08   1000000E+01 -,1215E+05 -,4185E+05   ,9997715 -,0136511 -,0164478
T 1021  1 ,4069602E+08   1000000E+01 -,5522E+05 -,1018E+06   ,9998669 -,0061848 -,0150951
T 1022  1 ,4005374E+08   1000000E+01  ,1920E+06  ,1429E+06   ,9994433  ,0253762  ,0216578
T 1023  1 ,3983430E+08   1000000E+01 -,2083E+06 -,4192E+05   ,9990312 -,0428332 -,0101008
T 1024  1 ,4107858E+08   1000000E+01 -,2970E+05  ,3639E+05   ,9999623  ,0030316  ,0081367
T 1025  1 ,4067314E+08   1000000E+01  ,2281E+06  ,7685E+05   ,9976181  ,0479345  ,0496023
T 1026  1 ,4039083E+08   1000000E+01  ,1623E+06  ,1115E+06   ,9988951  ,0333201  ,0331410
T 1027  1 ,4058219E+08   1000000E+01 -,1354E+06  ,2070E+05   ,9997572 -,0194296 -,0103912
T 1028  1 ,4041729E+08   1000000E+01 -,4122E+05  ,1041E+06   ,9999300 -,0060338  ,0101795
T 1029  1 ,4143647E+08   1000000E+01 -,8501E+05 -,1251E+06   ,9991595 -,0131535 -,0388231
T 1030  1 ,4042170E+08   1000000E+01 -,1118E+06  ,1105E+06   ,9998159 -,0142972  ,0128004
T 1031  1 ,4055788E+08   1000000E+01 -,4769E+05  ,7703E+05   ,9999264 -,0120452  ,0014265
T 1032  1 ,4086958E+08   1000000E+01 -,5259E+05  ,1893E+05   ,9999517 -,0096948 -,0015883
T 1033  1 ,4003938E+08   1000000E+01 -,1217E+06 -,8036E+05   ,9994358 -,0335762 -,0007904
T 1034  1 ,4053004E+08   1000000E+01 -,2420E+06  ,7940E+05   ,9994465 -,0295180  ,0153440
T 1035  1 ,4078527E+08   1000000E+01  ,8037E+05  ,1603E+06   ,9997906  ,0084118  ,0186538
T 1036  1 ,4081015E+08   1000000E+01 -,6919E+05  ,2358E+04   ,9999994  ,0001389 -,0010492
T 1037  1 ,4071955E+08   1000000E+01 -,3719E+04 -,1230E+06   ,9998814  ,0013861 -,0153411
T 1038  1 ,4061114E+08   1000000E+01  ,1223E+05 -,2424E+04   ,9995540  ,0074599  ,0289155
T 1039  1 ,4091108E+08   1000000E+01  ,1169E+05  ,1194E+06   ,9996155  ,0135443  ,0241938
T 1040  1 ,4033272E+08   1000000E+01  ,2631E+05 -,1630E+06   ,9996869  ,0115807 -,0221814
T 1041  1 ,4044717E+08   1000000E+01 -,5573E+05  ,8634E+05   ,9999241 -,0070055  ,0101394
T 1042  1 ,4043463E+08   1000000E+01 -,6847E+04  ,1720E+06   ,9997536 -,0124012  ,0184114
T 1043  1 ,4086945E+08   1000000E+01  ,1569E+06  ,2067E+06   ,9986031  ,0417565  ,0323752
T 1044  1 ,4111558E+08   1000000E+01  ,3613E+05 -,2634E+05   ,9999579 -,0004429 -,0091601
T 1045  1 ,4122729E+08   1000000E+01  ,4507E+05 -,7729E+05   ,9999817  ,0060420  ,0003230
